#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACVR2B	BMP1	9606.ENSP00000340361	9606.ENSP00000305714	0	0	0	0	0.065	0.051	0	0.419	0.439
ACVR2B	BMPR2	9606.ENSP00000340361	9606.ENSP00000363708	0	0	0	0.832	0	0	0.400	0.923	0.951
ACVR2B	TGFBR1	9606.ENSP00000340361	9606.ENSP00000447297	0	0	0.084	0.767	0.135	0.845	0.800	0.985	0.999
ADD3	BAIAP2L1	9606.ENSP00000348381	9606.ENSP00000005260	0	0	0	0	0	0	0.400	0.092	0.432
ADD3	APOA1	9606.ENSP00000348381	9606.ENSP00000236850	0	0	0	0	0	0	0	0.443	0.443
ADD3	TMOD2	9606.ENSP00000348381	9606.ENSP00000249700	0	0	0	0	0	0	0	0.937	0.937
ADD3	STOM	9606.ENSP00000348381	9606.ENSP00000286713	0	0	0	0	0.056	0	0	0.555	0.561
ADD3	BASP1	9606.ENSP00000348381	9606.ENSP00000319281	0	0	0	0	0	0	0.400	0.057	0.410
ADD3	EFHD2	9606.ENSP00000348381	9606.ENSP00000365147	0	0	0	0	0.042	0	0.400	0	0.400
ADD3	SOWAHC	9606.ENSP00000348381	9606.ENSP00000365830	0	0	0	0	0	0	0.400	0.052	0.406
ADD3	MSN	9606.ENSP00000348381	9606.ENSP00000353408	0	0	0	0	0.048	0	0	0.497	0.501
ADRA2B	GNG11	9606.ENSP00000480573	9606.ENSP00000248564	0	0	0	0	0	0.120	0.500	0	0.541
ADRA2B	RGS16	9606.ENSP00000480573	9606.ENSP00000356529	0	0	0	0	0.044	0	0.500	0.046	0.504
AEN	PLK2	9606.ENSP00000331944	9606.ENSP00000274289	0	0	0	0	0.054	0	0	0.421	0.429
AFF2	NLGN3	9606.ENSP00000359489	9606.ENSP00000351591	0	0	0	0	0.151	0	0	0.366	0.439
AFF2	CUL4B	9606.ENSP00000359489	9606.ENSP00000384109	0	0	0	0	0.128	0	0	0.354	0.413
AHCYL1	SOX2	9606.ENSP00000358814	9606.ENSP00000323588	0	0	0	0	0	0.510	0	0	0.510
AHCYL1	HADHB	9606.ENSP00000358814	9606.ENSP00000325136	0	0	0	0	0.221	0	0	0.275	0.411
AHCYL1	PRDX6	9606.ENSP00000358814	9606.ENSP00000342026	0	0	0	0	0.219	0	0	0.317	0.444
AK3	PDE4D	9606.ENSP00000371230	9606.ENSP00000345502	0	0	0	0	0	0	0.900	0.140	0.910
ALDH7A1	HIBADH	9606.ENSP00000387123	9606.ENSP00000265395	0	0	0	0	0.098	0.071	0.908	0.166	0.927
ALDH7A1	PDE4D	9606.ENSP00000387123	9606.ENSP00000345502	0	0	0	0	0	0	0	0.910	0.910
ANGPTL2	MYLK	9606.ENSP00000362524	9606.ENSP00000353452	0	0	0	0	0.095	0.125	0	0.403	0.486
ANGPTL2	CXCR4	9606.ENSP00000362524	9606.ENSP00000386884	0	0	0.207	0	0.042	0	0	0.469	0.561
ANXA3	FRMD3	9606.ENSP00000264908	9606.ENSP00000303508	0	0	0	0	0.062	0	0	0.464	0.476
ANXA3	ANXA5	9606.ENSP00000264908	9606.ENSP00000296511	0	0	0.070	0.940	0.141	0	0	0.407	0.485
ANXA5	VCL	9606.ENSP00000296511	9606.ENSP00000211998	0	0	0	0	0.098	0	0.400	0.465	0.685
ANXA5	LGALS1	9606.ENSP00000296511	9606.ENSP00000215909	0	0	0	0	0.391	0	0	0.511	0.689
ANXA5	XBP1	9606.ENSP00000296511	9606.ENSP00000216037	0	0	0	0	0.089	0	0	0.514	0.539
ANXA5	HSPB1	9606.ENSP00000296511	9606.ENSP00000248553	0	0	0	0	0.067	0.071	0	0.480	0.510
ANXA5	LGALS3	9606.ENSP00000296511	9606.ENSP00000254301	0	0	0	0	0.142	0	0	0.415	0.477
ANXA5	FGF2	9606.ENSP00000296511	9606.ENSP00000264498	0	0	0	0	0.067	0.042	0	0.595	0.607
ANXA5	ANXA3	9606.ENSP00000296511	9606.ENSP00000264908	0	0	0.070	0.940	0.141	0	0	0.407	0.485
ANXA5	EGF	9606.ENSP00000296511	9606.ENSP00000265171	0	0	0	0	0	0	0	0.659	0.659
ANXA5	KIT	9606.ENSP00000296511	9606.ENSP00000288135	0	0	0	0	0.099	0	0	0.632	0.654
ANXA5	ATP1A2	9606.ENSP00000296511	9606.ENSP00000354490	0	0	0	0	0.057	0	0	0.410	0.420
ANXA5	NES	9606.ENSP00000296511	9606.ENSP00000357206	0	0	0	0	0.063	0	0	0.415	0.428
ANXA5	GADD45A	9606.ENSP00000296511	9606.ENSP00000360025	0	0	0	0	0.052	0	0	0.432	0.439
ANXA5	FOXO1	9606.ENSP00000296511	9606.ENSP00000368880	0	0	0	0	0.044	0.045	0	0.461	0.465
ANXA5	NCAM1	9606.ENSP00000296511	9606.ENSP00000480132	0	0	0	0	0.042	0	0	0.479	0.479
ANXA5	IGF1R	9606.ENSP00000296511	9606.ENSP00000497069	0	0	0	0	0	0	0	0.509	0.509
ANXA5	FOXO3	9606.ENSP00000296511	9606.ENSP00000339527	0	0	0	0	0.047	0.045	0	0.518	0.523
ANXA5	RUNX2	9606.ENSP00000296511	9606.ENSP00000360493	0	0	0	0	0.074	0	0	0.507	0.523
ANXA5	CXCR4	9606.ENSP00000296511	9606.ENSP00000386884	0	0	0	0	0.047	0	0	0.538	0.541
ANXA5	SOX2	9606.ENSP00000296511	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0.506	0.635
ANXA5	BCL2L11	9606.ENSP00000296511	9606.ENSP00000376943	0	0	0	0	0	0	0	0.712	0.712
AP1S2	NCALD	9606.ENSP00000500695	9606.ENSP00000379256	0	0	0	0	0.058	0	0.540	0	0.548
APC	SFRP1	9606.ENSP00000257430	9606.ENSP00000220772	0	0	0	0	0	0	0	0.428	0.428
APC	ZNF106	9606.ENSP00000257430	9606.ENSP00000263805	0	0	0	0	0.061	0.079	0	0.400	0.436
APC	UBC	9606.ENSP00000257430	9606.ENSP00000441543	0	0	0	0	0	0.047	0.500	0.067	0.516
APC	TLE2	9606.ENSP00000257430	9606.ENSP00000466542	0	0	0	0	0.065	0	0.500	0.068	0.526
APC	CDH6	9606.ENSP00000257430	9606.ENSP00000265071	0	0	0	0	0	0	0.540	0.067	0.552
APC	CDH7	9606.ENSP00000257430	9606.ENSP00000381058	0	0	0	0	0	0	0.540	0.074	0.555
APC	CDH11	9606.ENSP00000257430	9606.ENSP00000268603	0	0	0	0	0	0	0.540	0.108	0.572
APC	CTNNBIP1	9606.ENSP00000257430	9606.ENSP00000366474	0	0	0	0	0	0.796	0.720	0.215	0.951
APLP2	CNTN6	9606.ENSP00000497691	9606.ENSP00000407822	0	0	0	0	0.074	0.433	0	0.108	0.491
APLP2	SPON1	9606.ENSP00000497691	9606.ENSP00000460236	0	0	0	0	0.057	0.313	0	0.604	0.721
APOA1	SCG3	9606.ENSP00000236850	9606.ENSP00000220478	0	0	0	0	0.073	0	0.400	0.106	0.459
APOA1	TRIB1	9606.ENSP00000236850	9606.ENSP00000312150	0	0	0	0	0.056	0	0	0.395	0.404
APOA1	ADD3	9606.ENSP00000236850	9606.ENSP00000348381	0	0	0	0	0	0	0	0.443	0.443
APOA1	LGALS3	9606.ENSP00000236850	9606.ENSP00000254301	0	0	0	0	0	0.077	0	0.508	0.526
APOA1	RXRA	9606.ENSP00000236850	9606.ENSP00000419692	0	0	0	0	0	0	0.400	0.308	0.567
APOA1	NCAM1	9606.ENSP00000236850	9606.ENSP00000480132	0	0	0	0	0	0	0	0.612	0.612
APOA1	BMP1	9606.ENSP00000236850	9606.ENSP00000305714	0	0	0	0	0.067	0	0.750	0.201	0.797
APOA1	MTTP	9606.ENSP00000236850	9606.ENSP00000427679	0	0	0	0	0.374	0	0.400	0.753	0.899
APOA1	ABCA1	9606.ENSP00000236850	9606.ENSP00000363868	0	0	0	0	0.055	0.697	0.900	0.999	0.999
ARHGAP29	VAX1	9606.ENSP00000260526	9606.ENSP00000358207	0	0	0	0	0	0	0	0.505	0.505
ARL4C	TNRC6C	9606.ENSP00000339754	9606.ENSP00000336783	0	0	0	0	0.049	0.066	0.500	0.065	0.529
ARL4C	FRMD4A	9606.ENSP00000339754	9606.ENSP00000350032	0	0	0	0	0	0.071	0	0.419	0.437
ARL4C	TNRC6B	9606.ENSP00000339754	9606.ENSP00000401946	0	0	0	0	0	0.053	0.500	0.047	0.509
ARL4C	RXRA	9606.ENSP00000339754	9606.ENSP00000419692	0	0	0	0	0	0.073	0.500	0	0.516
ASCL1	GLI1	9606.ENSP00000266744	9606.ENSP00000228682	0	0	0	0	0.059	0.091	0	0.503	0.537
ASCL1	ID2	9606.ENSP00000266744	9606.ENSP00000234091	0	0	0	0	0.044	0.125	0	0.633	0.666
ASCL1	VGF	9606.ENSP00000266744	9606.ENSP00000249330	0	0	0	0	0.064	0	0.500	0.137	0.560
ASCL1	NOTCH2	9606.ENSP00000266744	9606.ENSP00000256646	0	0	0	0	0.062	0.050	0	0.418	0.436
ASCL1	FGF2	9606.ENSP00000266744	9606.ENSP00000264498	0	0	0	0	0	0	0	0.510	0.510
ASCL1	EGF	9606.ENSP00000266744	9606.ENSP00000265171	0	0	0	0	0	0	0	0.441	0.441
ASCL1	GLI2	9606.ENSP00000266744	9606.ENSP00000390436	0	0	0	0	0.059	0.091	0	0.359	0.404
ASCL1	NTRK2	9606.ENSP00000266744	9606.ENSP00000277120	0	0	0	0	0.136	0.046	0	0.341	0.410
ASCL1	GLI3	9606.ENSP00000266744	9606.ENSP00000379258	0	0	0	0	0.059	0.091	0	0.389	0.433
ASCL1	LIN28A	9606.ENSP00000266744	9606.ENSP00000363314	0	0	0	0	0.044	0	0	0.468	0.470
ASCL1	SP8	9606.ENSP00000266744	9606.ENSP00000408792	0	0	0	0	0.065	0.091	0	0.449	0.492
ASCL1	HEY1	9606.ENSP00000266744	9606.ENSP00000338272	0	0	0	0	0.066	0.094	0	0.456	0.499
ASCL1	NCAM1	9606.ENSP00000266744	9606.ENSP00000480132	0	0	0	0	0.099	0	0	0.496	0.527
ASCL1	OTX2	9606.ENSP00000266744	9606.ENSP00000500595	0	0	0	0	0.060	0	0	0.598	0.606
ASCL1	SOX1	9606.ENSP00000266744	9606.ENSP00000330218	0	0	0	0	0.134	0	0	0.589	0.629
ASCL1	DCX	9606.ENSP00000266744	9606.ENSP00000490614	0	0	0	0	0.086	0	0	0.617	0.635
ASCL1	NKX2-1	9606.ENSP00000266744	9606.ENSP00000346879	0	0	0	0	0.067	0.071	0	0.633	0.654
ASCL1	SHH	9606.ENSP00000266744	9606.ENSP00000297261	0	0	0	0	0.081	0.070	0	0.632	0.658
ASCL1	FOXA2	9606.ENSP00000266744	9606.ENSP00000400341	0	0	0	0	0.047	0.055	0	0.732	0.738
ASCL1	NES	9606.ENSP00000266744	9606.ENSP00000357206	0	0	0	0	0	0.163	0	0.707	0.744
ASCL1	SOX2	9606.ENSP00000266744	9606.ENSP00000323588	0	0	0	0	0.110	0	0	0.728	0.748
ASCL1	LHX2	9606.ENSP00000266744	9606.ENSP00000362717	0	0	0	0	0.086	0.048	0	0.735	0.749
ASCL1	PAX6	9606.ENSP00000266744	9606.ENSP00000492024	0	0	0	0	0.078	0	0	0.761	0.770
ASCL1	FOXG1	9606.ENSP00000266744	9606.ENSP00000339004	0	0	0	0	0.164	0.053	0	0.734	0.771
ASCL1	NKX2-2	9606.ENSP00000266744	9606.ENSP00000366347	0	0	0	0	0.153	0.071	0	0.850	0.872
ASPH	CASQ2	9606.ENSP00000368767	9606.ENSP00000261448	0	0	0	0	0.122	0	0.900	0.980	0.998
ASPH	OLFM1	9606.ENSP00000368767	9606.ENSP00000360858	0	0	0	0	0	0.421	0	0	0.420
ATL2	RTN4	9606.ENSP00000368237	9606.ENSP00000337838	0	0	0	0	0.042	0.227	0	0.515	0.610
ATL2	RRBP1	9606.ENSP00000368237	9606.ENSP00000367038	0	0	0	0	0	0	0	0.456	0.456
ATP1A2	CASQ2	9606.ENSP00000354490	9606.ENSP00000261448	0	0.047	0	0	0.393	0.071	0	0.351	0.605
ATP1A2	FXYD7	9606.ENSP00000354490	9606.ENSP00000270310	0	0	0	0	0.109	0	0.500	0.174	0.599
ATP1A2	GJA1	9606.ENSP00000354490	9606.ENSP00000282561	0	0	0	0	0.107	0	0	0.508	0.541
ATP1A2	ATP1B3	9606.ENSP00000354490	9606.ENSP00000286371	0	0	0	0	0.046	0.299	0.900	0.717	0.978
ATP1A2	ANXA5	9606.ENSP00000354490	9606.ENSP00000296511	0	0	0	0	0.057	0	0	0.410	0.420
ATP1A2	NLGN3	9606.ENSP00000354490	9606.ENSP00000351591	0	0	0	0	0.131	0	0	0.501	0.548
ATP1A2	HOPX	9606.ENSP00000354490	9606.ENSP00000450527	0	0	0	0	0.073	0.042	0	0.399	0.420
ATP1A2	TLE2	9606.ENSP00000354490	9606.ENSP00000466542	0	0	0	0	0.072	0	0	0.451	0.468
ATP1A2	NLGN1	9606.ENSP00000354490	9606.ENSP00000392500	0	0	0	0	0.100	0	0	0.497	0.528
ATP1B3	FXYD7	9606.ENSP00000286371	9606.ENSP00000270310	0	0	0	0	0	0	0.500	0	0.499
ATP1B3	ATP2B4	9606.ENSP00000286371	9606.ENSP00000350310	0	0	0	0	0.048	0.193	0	0.283	0.401
ATP1B3	ATP2B1	9606.ENSP00000286371	9606.ENSP00000392043	0	0	0	0	0.058	0.193	0	0.280	0.405
ATP1B3	SLC1A5	9606.ENSP00000286371	9606.ENSP00000444408	0	0	0	0	0.079	0	0	0.503	0.523
ATP1B3	RTN4	9606.ENSP00000286371	9606.ENSP00000337838	0	0	0	0	0.082	0.500	0	0.052	0.526
ATP1B3	TMEM98	9606.ENSP00000286371	9606.ENSP00000463245	0	0	0	0	0.042	0.547	0	0	0.547
ATP1B3	ATP1A2	9606.ENSP00000286371	9606.ENSP00000354490	0	0	0	0	0.046	0.299	0.900	0.717	0.978
ATP2B1	ATP1B3	9606.ENSP00000392043	9606.ENSP00000286371	0	0	0	0	0.058	0.193	0	0.280	0.405
ATP2B1	ULK3	9606.ENSP00000392043	9606.ENSP00000400312	0	0	0	0	0	0	0	0.419	0.418
ATP2B1	ATP2C2	9606.ENSP00000392043	9606.ENSP00000397925	0	0	0.209	0.651	0.086	0.418	0	0.233	0.634
ATP2B4	ATP1B3	9606.ENSP00000350310	9606.ENSP00000286371	0	0	0	0	0.048	0.193	0	0.283	0.401
ATP2B4	BMP1	9606.ENSP00000350310	9606.ENSP00000305714	0	0	0	0	0.049	0	0	0.483	0.487
ATP2B4	DMD	9606.ENSP00000350310	9606.ENSP00000354923	0	0	0	0	0	0	0	0.417	0.416
ATP2B4	EDA2R	9606.ENSP00000350310	9606.ENSP00000379365	0	0	0	0	0	0.421	0	0	0.420
ATP2B4	ATP2C2	9606.ENSP00000350310	9606.ENSP00000397925	0	0	0.209	0.652	0.086	0.418	0	0.232	0.633
ATP2C2	GNPTG	9606.ENSP00000397925	9606.ENSP00000204679	0	0	0	0	0.084	0	0	0.498	0.520
ATP2C2	ATP2B4	9606.ENSP00000397925	9606.ENSP00000350310	0	0	0.209	0.652	0.086	0.418	0	0.232	0.633
ATP2C2	ATP2B1	9606.ENSP00000397925	9606.ENSP00000392043	0	0	0.209	0.651	0.086	0.418	0	0.233	0.634
ATP5F1E	ATP6V1B1	9606.ENSP00000243997	9606.ENSP00000234396	0	0	0	0	0	0	0.540	0	0.540
ATP5F1E	COX17	9606.ENSP00000243997	9606.ENSP00000261070	0	0	0	0	0.354	0.087	0	0.377	0.600
ATP6V1B1	VAX2	9606.ENSP00000234396	9606.ENSP00000234392	0	0.123	0	0	0.149	0	0	0.357	0.478
ATP6V1B1	ATP5F1E	9606.ENSP00000234396	9606.ENSP00000243997	0	0	0	0	0	0	0.540	0	0.540
ATP6V1B1	RRAGD	9606.ENSP00000234396	9606.ENSP00000358423	0	0	0	0	0.074	0.071	0.500	0.102	0.562
ATP6V1B1	CA2	9606.ENSP00000234396	9606.ENSP00000285379	0	0	0	0	0.055	0	0	0.838	0.841
B3GALT1	GCNT2	9606.ENSP00000376456	9606.ENSP00000419411	0	0	0	0	0.049	0	0	0.412	0.417
BAIAP2L1	BASP1	9606.ENSP00000005260	9606.ENSP00000319281	0	0	0	0	0	0	0.400	0	0.400
BAIAP2L1	EGF	9606.ENSP00000005260	9606.ENSP00000265171	0	0	0	0	0	0	0	0.429	0.429
BAIAP2L1	ADD3	9606.ENSP00000005260	9606.ENSP00000348381	0	0	0	0	0	0	0.400	0.092	0.432
BAIAP2L1	SOWAHC	9606.ENSP00000005260	9606.ENSP00000365830	0	0	0	0	0.084	0	0.400	0.063	0.440
BAIAP2L1	FGFR3	9606.ENSP00000005260	9606.ENSP00000339824	0	0	0	0	0.047	0	0	0.508	0.511
BAIAP2L1	SHANK1	9606.ENSP00000005260	9606.ENSP00000293441	0	0	0	0	0	0.196	0	0.452	0.540
BASP1	BAIAP2L1	9606.ENSP00000319281	9606.ENSP00000005260	0	0	0	0	0	0	0.400	0	0.400
BASP1	ADD3	9606.ENSP00000319281	9606.ENSP00000348381	0	0	0	0	0	0	0.400	0.057	0.410
BASP1	SOWAHC	9606.ENSP00000319281	9606.ENSP00000365830	0	0	0	0	0	0.060	0.400	0	0.411
BASP1	NCAM1	9606.ENSP00000319281	9606.ENSP00000480132	0	0	0	0	0	0	0	0.502	0.502
BCAT1	HIBADH	9606.ENSP00000443459	9606.ENSP00000265395	0	0	0	0	0.049	0.162	0	0.509	0.574
BCAT1	IDH1	9606.ENSP00000443459	9606.ENSP00000390265	0	0	0	0	0.134	0	0.282	0.570	0.709
BCL2L11	XBP1	9606.ENSP00000376943	9606.ENSP00000216037	0	0	0	0	0.049	0	0	0.687	0.689
BCL2L11	EGF	9606.ENSP00000376943	9606.ENSP00000265171	0	0	0	0	0	0	0	0.445	0.445
BCL2L11	KIT	9606.ENSP00000376943	9606.ENSP00000288135	0	0	0	0	0.055	0	0	0.419	0.427
BCL2L11	ANXA5	9606.ENSP00000376943	9606.ENSP00000296511	0	0	0	0	0	0	0	0.712	0.712
BCL2L11	FOXO3	9606.ENSP00000376943	9606.ENSP00000339527	0	0	0	0	0.062	0.608	0.750	0.855	0.984
BCL2L11	QKI	9606.ENSP00000376943	9606.ENSP00000355094	0	0	0	0	0.049	0	0.500	0.113	0.541
BCL2L11	GADD45A	9606.ENSP00000376943	9606.ENSP00000360025	0	0	0	0	0	0.226	0	0.480	0.580
BCL2L11	FOXO1	9606.ENSP00000376943	9606.ENSP00000368880	0	0	0	0	0.073	0.292	0.500	0.663	0.874
BCL2L11	IGF1R	9606.ENSP00000376943	9606.ENSP00000497069	0	0	0	0	0	0	0	0.447	0.447
BCL2L11	DYNLL2	9606.ENSP00000376943	9606.ENSP00000477310	0	0	0	0	0.060	0.495	0	0.511	0.748
BEGAIN	SGCE	9606.ENSP00000411124	9606.ENSP00000496268	0	0	0	0	0.052	0	0	0.394	0.401
BEGAIN	DIO3	9606.ENSP00000411124	9606.ENSP00000427336	0	0	0	0	0.044	0	0	0.431	0.432
BEGAIN	RTL1	9606.ENSP00000411124	9606.ENSP00000497482	0	0	0	0	0.058	0	0	0.595	0.602
BET1	GRIA1	9606.ENSP00000222547	9606.ENSP00000428994	0	0	0	0	0	0	0.500	0	0.499
BET1	GORASP2	9606.ENSP00000222547	9606.ENSP00000234160	0	0	0	0	0.082	0.475	0	0.370	0.670
BET1	GOLGA2	9606.ENSP00000222547	9606.ENSP00000416097	0	0	0	0	0.049	0.206	0.500	0.424	0.753
BET1	SEC23A	9606.ENSP00000222547	9606.ENSP00000306881	0	0	0	0	0.076	0.439	0.500	0.374	0.816
BET1	RAB1A	9606.ENSP00000222547	9606.ENSP00000387286	0	0	0	0	0.066	0.236	0.500	0.713	0.884
BET1	USO1	9606.ENSP00000222547	9606.ENSP00000264904	0	0	0	0	0.099	0.869	0.500	0.735	0.982
BET1	SCFD1	9606.ENSP00000222547	9606.ENSP00000390783	0	0	0	0	0.264	0.982	0.800	0.981	0.999
BHLHE41	DBP	9606.ENSP00000242728	9606.ENSP00000222122	0	0	0	0	0.124	0.057	0	0.501	0.552
BHLHE41	FOXO3	9606.ENSP00000242728	9606.ENSP00000339527	0	0	0	0	0	0	0	0.407	0.407
BHLHE41	SSPN	9606.ENSP00000242728	9606.ENSP00000242729	0	0	0	0	0.475	0	0	0.374	0.657
BHLHE41	RORA	9606.ENSP00000242728	9606.ENSP00000261523	0	0	0	0	0.042	0.329	0	0.871	0.909
BMP1	APOA1	9606.ENSP00000305714	9606.ENSP00000236850	0	0	0	0	0.067	0	0.750	0.201	0.797
BMP1	EGF	9606.ENSP00000305714	9606.ENSP00000265171	0	0	0	0	0	0	0	0.480	0.480
BMP1	LRP4	9606.ENSP00000305714	9606.ENSP00000367888	0	0	0	0	0.055	0	0	0.430	0.439
BMP1	ACVR2B	9606.ENSP00000305714	9606.ENSP00000340361	0	0	0	0	0.065	0.051	0	0.419	0.439
BMP1	ATP2B4	9606.ENSP00000305714	9606.ENSP00000350310	0	0	0	0	0.049	0	0	0.483	0.487
BMP1	COL11A1	9606.ENSP00000305714	9606.ENSP00000359114	0	0	0	0	0.096	0.049	0.400	0.278	0.578
BMP1	BMPR2	9606.ENSP00000305714	9606.ENSP00000363708	0	0	0	0	0.092	0.051	0	0.687	0.707
BMP1	CRTAP	9606.ENSP00000305714	9606.ENSP00000323696	0	0	0	0	0.067	0	0	0.716	0.724
BMP1	LOXL2	9606.ENSP00000305714	9606.ENSP00000373783	0	0	0	0	0.109	0.045	0.400	0.735	0.846
BMPR2	SMAD7	9606.ENSP00000363708	9606.ENSP00000262158	0	0	0	0	0.055	0.328	0.500	0.677	0.884
BMPR2	FGF2	9606.ENSP00000363708	9606.ENSP00000264498	0	0	0	0	0.043	0	0	0.432	0.434
BMPR2	KIT	9606.ENSP00000363708	9606.ENSP00000288135	0	0	0	0	0.055	0.316	0	0.549	0.683
BMPR2	BMP1	9606.ENSP00000363708	9606.ENSP00000305714	0	0	0	0	0.092	0.051	0	0.687	0.707
BMPR2	ACVR2B	9606.ENSP00000363708	9606.ENSP00000340361	0	0	0	0.832	0	0	0.400	0.923	0.951
BMPR2	NES	9606.ENSP00000363708	9606.ENSP00000357206	0	0	0	0	0	0.084	0	0.402	0.428
BMPR2	RUNX2	9606.ENSP00000363708	9606.ENSP00000360493	0	0	0	0	0.070	0	0	0.458	0.474
BMPR2	ID1	9606.ENSP00000363708	9606.ENSP00000365280	0	0	0	0	0	0	0	0.592	0.592
BMPR2	TGFBR1	9606.ENSP00000363708	9606.ENSP00000447297	0	0	0	0.734	0.149	0.450	0	0.454	0.722
BOC	GLI1	9606.ENSP00000273395	9606.ENSP00000228682	0	0	0	0	0.049	0.068	0	0.461	0.481
BOC	GLI2	9606.ENSP00000273395	9606.ENSP00000390436	0	0	0	0	0.099	0.068	0	0.447	0.495
BOC	GLI3	9606.ENSP00000273395	9606.ENSP00000379258	0	0	0	0	0.141	0.068	0	0.476	0.544
BOC	CDON	9606.ENSP00000273395	9606.ENSP00000376458	0	0	0	0.853	0.125	0.292	0.900	0.180	0.942
BOC	GAS1	9606.ENSP00000273395	9606.ENSP00000298743	0	0	0	0	0.136	0.058	0.900	0.813	0.982
BOC	PTCH1	9606.ENSP00000273395	9606.ENSP00000332353	0	0	0	0	0.084	0.124	0.900	0.926	0.993
BOC	SHH	9606.ENSP00000273395	9606.ENSP00000297261	0	0	0	0	0	0.506	0.900	0.935	0.996
BTG2	GDF15	9606.ENSP00000290551	9606.ENSP00000252809	0	0	0	0	0.074	0	0	0.423	0.442
BTG2	EGF	9606.ENSP00000290551	9606.ENSP00000265171	0	0	0	0	0	0	0	0.431	0.431
BTG2	PLK2	9606.ENSP00000290551	9606.ENSP00000274289	0	0	0	0	0.049	0	0	0.411	0.416
BTG2	TRIB1	9606.ENSP00000290551	9606.ENSP00000312150	0	0	0	0	0.200	0	0	0.378	0.481
BTG2	IER2	9606.ENSP00000290551	9606.ENSP00000465617	0	0	0	0	0.357	0	0	0.457	0.636
BTG2	GADD45A	9606.ENSP00000290551	9606.ENSP00000360025	0	0	0	0	0.130	0	0	0.685	0.714
