#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA1	MTTP	9606.ENSP00000363868	9606.ENSP00000427679	0	0	0	0	0.057	0	0	0.558	0.566
ABCA1	SPTLC3	9606.ENSP00000363868	9606.ENSP00000381968	0	0	0	0	0.043	0.053	0	0.570	0.576
ABCA1	RXRA	9606.ENSP00000363868	9606.ENSP00000419692	0	0	0	0	0.056	0.049	0.800	0.588	0.916
ABCC4	LGALS3	9606.ENSP00000494609	9606.ENSP00000254301	0	0	0	0	0.077	0.427	0	0.068	0.464
ABCC4	SLC9A3R1	9606.ENSP00000494609	9606.ENSP00000262613	0	0	0	0	0.067	0.522	0	0.527	0.771
ABCC4	HPGD	9606.ENSP00000494609	9606.ENSP00000296522	0	0	0	0	0.042	0.057	0	0.413	0.424
ABCC4	NQO1	9606.ENSP00000494609	9606.ENSP00000319788	0	0	0	0	0.117	0	0	0.370	0.420
ABCC4	SLCO3A1	9606.ENSP00000494609	9606.ENSP00000320634	0	0	0	0	0	0	0	0.481	0.481
ABCC4	NR1I2	9606.ENSP00000494609	9606.ENSP00000336528	0	0	0	0	0.070	0	0	0.714	0.722
ABCC4	ABCG1	9606.ENSP00000494609	9606.ENSP00000354995	0	0	0	0.554	0.057	0.100	0	0.557	0.591
ABCD1	ACSL4	9606.ENSP00000218104	9606.ENSP00000339787	0	0	0	0	0.082	0.100	0	0.675	0.708
ABCG1	APOA1	9606.ENSP00000354995	9606.ENSP00000236850	0	0	0	0	0.067	0	0	0.997	0.997
ABCG1	LIPG	9606.ENSP00000354995	9606.ENSP00000261292	0	0	0	0	0	0.081	0	0.507	0.527
ABCG1	LCAT	9606.ENSP00000354995	9606.ENSP00000264005	0	0	0	0	0.059	0	0	0.711	0.717
ABCG1	NPC1	9606.ENSP00000354995	9606.ENSP00000269228	0	0	0	0	0.109	0.067	0	0.774	0.796
ABCG1	HADHB	9606.ENSP00000354995	9606.ENSP00000325136	0	0	0	0	0.042	0	0	0.451	0.451
ABCG1	PCP4	9606.ENSP00000354995	9606.ENSP00000329403	0	0	0	0	0	0	0	0.685	0.685
ABCG1	INSIG1	9606.ENSP00000354995	9606.ENSP00000344741	0	0	0	0	0.055	0.053	0	0.419	0.434
ABCG1	MYLIP	9606.ENSP00000354995	9606.ENSP00000349298	0	0	0	0	0.074	0.071	0	0.741	0.757
ABCG1	MTTP	9606.ENSP00000354995	9606.ENSP00000427679	0	0	0	0	0.061	0	0	0.408	0.420
ABCG1	FDFT1	9606.ENSP00000354995	9606.ENSP00000491537	0	0	0	0	0	0.054	0	0.419	0.427
ABCG1	RXRA	9606.ENSP00000354995	9606.ENSP00000419692	0	0	0	0	0.048	0.053	0.500	0.639	0.815
ABHD3	LYPLA2	9606.ENSP00000289119	9606.ENSP00000363638	0	0	0	0	0	0	0.181	0.401	0.488
ACAD8	OXCT1	9606.ENSP00000281182	9606.ENSP00000196371	0.057	0	0	0	0.122	0	0.265	0.174	0.431
ACAD8	HSDL1	9606.ENSP00000281182	9606.ENSP00000219439	0	0	0	0	0.119	0	0.217	0.272	0.454
ACAD8	ACADS	9606.ENSP00000281182	9606.ENSP00000242592	0	0	0.104	0.854	0.250	0.054	0.900	0.193	0.939
ACAD8	MCEE	9606.ENSP00000281182	9606.ENSP00000244217	0	0	0	0	0.101	0	0.229	0.359	0.517
ACAD8	ACSS2	9606.ENSP00000281182	9606.ENSP00000253382	0.044	0	0	0	0.205	0	0.187	0.154	0.407
ACAD8	HIBADH	9606.ENSP00000281182	9606.ENSP00000265395	0	0	0	0	0.097	0.091	0	0.519	0.570
ACAD8	ALDH1B1	9606.ENSP00000281182	9606.ENSP00000366927	0.042	0	0	0	0.129	0	0.182	0.247	0.417
ACAD8	VPS26B	9606.ENSP00000281182	9606.ENSP00000281187	0	0.136	0	0	0.095	0	0	0.320	0.422
ACAD8	ECHDC2	9606.ENSP00000281182	9606.ENSP00000360577	0.046	0	0	0	0.300	0.091	0.185	0.238	0.555
ACAD8	VSTM2A	9606.ENSP00000281182	9606.ENSP00000303108	0	0	0	0	0	0.590	0	0.048	0.592
ACAD8	CRYL1	9606.ENSP00000281182	9606.ENSP00000298248	0.057	0	0	0	0.395	0.071	0.265	0.138	0.603
ACAD8	HADHB	9606.ENSP00000281182	9606.ENSP00000325136	0.054	0	0	0	0.337	0.095	0.216	0.437	0.704
ACADS	OXCT1	9606.ENSP00000242592	9606.ENSP00000196371	0.057	0.005	0	0	0.105	0	0.265	0.298	0.506
ACADS	PPARGC1A	9606.ENSP00000242592	9606.ENSP00000264867	0	0	0	0	0.042	0	0	0.410	0.411
ACADS	PC	9606.ENSP00000242592	9606.ENSP00000498994	0.042	0	0	0	0.116	0	0.116	0.357	0.454
ACADS	PECR	9606.ENSP00000242592	9606.ENSP00000265322	0.042	0	0	0	0.092	0.091	0.174	0.295	0.456
ACADS	SCAF1	9606.ENSP00000242592	9606.ENSP00000353769	0	0	0	0	0.086	0	0	0.447	0.472
ACADS	MCEE	9606.ENSP00000242592	9606.ENSP00000244217	0	0	0	0	0.092	0	0.229	0.343	0.500
ACADS	ACSF2	9606.ENSP00000242592	9606.ENSP00000401831	0.048	0.070	0	0	0.171	0	0.188	0.358	0.548
ACADS	ACSL4	9606.ENSP00000242592	9606.ENSP00000339787	0.050	0	0	0	0.147	0.071	0.189	0.389	0.559
ACADS	ECHDC2	9606.ENSP00000242592	9606.ENSP00000360577	0.046	0	0	0	0.300	0.091	0.278	0.233	0.603
ACADS	CRYL1	9606.ENSP00000242592	9606.ENSP00000298248	0.057	0	0	0	0.418	0.071	0.265	0.200	0.645
ACADS	HIBADH	9606.ENSP00000242592	9606.ENSP00000265395	0	0	0	0	0.206	0.070	0.800	0.309	0.884
ACADS	ALDH1B1	9606.ENSP00000242592	9606.ENSP00000366927	0.042	0	0	0	0.215	0	0.829	0.214	0.885
ACADS	ALDH7A1	9606.ENSP00000242592	9606.ENSP00000387123	0.042	0	0	0	0.122	0	0.829	0.304	0.887
ACADS	ACSS2	9606.ENSP00000242592	9606.ENSP00000253382	0.044	0	0	0	0.216	0	0.915	0.316	0.950
ACADS	HADHB	9606.ENSP00000242592	9606.ENSP00000325136	0.054	0	0	0	0.335	0.051	0.918	0.756	0.985
ACKR3	GPSM1	9606.ENSP00000272928	9606.ENSP00000392828	0	0	0	0	0.042	0	0.400	0	0.400
ACKR3	PSMA7	9606.ENSP00000272928	9606.ENSP00000359910	0	0	0	0	0	0	0	0.428	0.428
ACKR3	CXCR4	9606.ENSP00000272928	9606.ENSP00000386884	0	0	0	0.785	0.074	0.788	0.900	0.850	0.996
ACOXL	ACSS2	9606.ENSP00000407761	9606.ENSP00000253382	0.044	0	0	0	0.189	0	0.187	0.272	0.479
ACOXL	CRYL1	9606.ENSP00000407761	9606.ENSP00000298248	0.057	0	0	0	0.390	0.071	0.265	0.138	0.599
ACOXL	HADHB	9606.ENSP00000407761	9606.ENSP00000325136	0.054	0	0	0	0.324	0.051	0.216	0.208	0.554
ACOXL	ACSL4	9606.ENSP00000407761	9606.ENSP00000339787	0.050	0	0	0	0.140	0.071	0.189	0.311	0.498
ACOXL	ECHDC2	9606.ENSP00000407761	9606.ENSP00000360577	0.046	0	0	0	0.295	0.091	0.185	0.225	0.543
ACSF2	ACSS2	9606.ENSP00000401831	9606.ENSP00000253382	0.051	0	0	0.556	0.351	0	0.187	0.211	0.552
ACSF2	CRYL1	9606.ENSP00000401831	9606.ENSP00000298248	0.061	0	0	0	0.310	0	0.252	0.161	0.539
ACSF2	HADHB	9606.ENSP00000401831	9606.ENSP00000325136	0.056	0	0	0	0.266	0	0.123	0.230	0.469
ACSF2	ACSL4	9606.ENSP00000401831	9606.ENSP00000339787	0.053	0	0	0.553	0.060	0	0.216	0.268	0.421
ACSF2	ECHDC2	9606.ENSP00000401831	9606.ENSP00000360577	0.050	0	0	0	0.222	0.060	0.193	0.293	0.531
ACSL4	ACSS2	9606.ENSP00000339787	9606.ENSP00000253382	0	0	0	0	0.113	0	0	0.420	0.464
ACSL4	PEMT	9606.ENSP00000339787	9606.ENSP00000255389	0	0	0	0	0	0.063	0	0.404	0.418
ACSL4	LIPG	9606.ENSP00000339787	9606.ENSP00000261292	0	0	0	0	0.044	0.051	0.600	0.174	0.660
ACSL4	HADHB	9606.ENSP00000339787	9606.ENSP00000325136	0.057	0	0	0	0.117	0.066	0	0.515	0.572
ACSL4	NOX1	9606.ENSP00000339787	9606.ENSP00000362057	0	0	0	0	0.067	0	0	0.395	0.411
ACSL4	NMT1	9606.ENSP00000339787	9606.ENSP00000468424	0	0	0	0	0.042	0.323	0	0.165	0.412
ACSL4	FDFT1	9606.ENSP00000339787	9606.ENSP00000491537	0	0	0	0	0.069	0	0	0.462	0.478
ACSL4	SLC1A5	9606.ENSP00000339787	9606.ENSP00000444408	0.042	0	0	0	0	0.162	0	0.417	0.491
ACSL4	SLC3A2	9606.ENSP00000339787	9606.ENSP00000367123	0	0	0	0	0.061	0	0	0.620	0.628
ACSL4	HTATIP2	9606.ENSP00000339787	9606.ENSP00000392985	0	0	0	0	0.042	0.292	0.114	0.518	0.671
ACSS2	OXCT1	9606.ENSP00000253382	9606.ENSP00000196371	0.058	0	0	0	0.111	0	0	0.366	0.423
ACSS2	GNPNAT1	9606.ENSP00000253382	9606.ENSP00000216410	0.046	0	0	0	0.103	0.068	0	0.345	0.408
ACSS2	PECR	9606.ENSP00000253382	9606.ENSP00000265322	0.042	0	0	0	0.082	0	0.160	0.295	0.410
ACSS2	PFKP	9606.ENSP00000253382	9606.ENSP00000370517	0	0	0	0	0.102	0	0	0.377	0.417
ACSS2	G6PD	9606.ENSP00000253382	9606.ENSP00000377192	0	0	0	0	0.049	0	0	0.427	0.432
ACSS2	ECHDC2	9606.ENSP00000253382	9606.ENSP00000360577	0.045	0	0	0	0.192	0	0.188	0.211	0.440
ACSS2	IDI1	9606.ENSP00000253382	9606.ENSP00000370748	0	0	0	0	0.146	0	0	0.381	0.449
ACSS2	DHCR7	9606.ENSP00000253382	9606.ENSP00000347717	0	0	0	0	0.197	0	0	0.351	0.457
ACSS2	CRYL1	9606.ENSP00000253382	9606.ENSP00000298248	0.045	0	0	0	0.261	0	0.216	0.158	0.472
ACSS2	TKTL1	9606.ENSP00000253382	9606.ENSP00000358931	0	0	0	0	0.102	0.095	0.115	0.367	0.483
ACSS2	ME3	9606.ENSP00000253382	9606.ENSP00000440246	0.053	0	0	0	0.109	0.094	0.256	0.256	0.500
ACSS2	INSIG1	9606.ENSP00000253382	9606.ENSP00000344741	0	0	0	0	0.175	0	0	0.459	0.535
ACSS2	FDFT1	9606.ENSP00000253382	9606.ENSP00000491537	0.052	0	0	0	0.184	0	0	0.487	0.569
ACSS2	IDH1	9606.ENSP00000253382	9606.ENSP00000390265	0	0	0	0	0.148	0	0	0.541	0.592
ACSS2	PPARGC1A	9606.ENSP00000253382	9606.ENSP00000264867	0	0	0	0	0.050	0	0	0.627	0.630
ACSS2	HIBADH	9606.ENSP00000253382	9606.ENSP00000265395	0	0	0	0	0.104	0	0.800	0.145	0.833
ACSS2	PC	9606.ENSP00000253382	9606.ENSP00000498994	0.080	0	0	0	0.136	0	0.800	0.572	0.923
ACSS2	HADHB	9606.ENSP00000253382	9606.ENSP00000325136	0.055	0	0	0	0.272	0	0.836	0.467	0.932
ACSS2	ALDH7A1	9606.ENSP00000253382	9606.ENSP00000387123	0.041	0	0	0	0.207	0.051	0.915	0.211	0.942
ACSS2	ALDH1B1	9606.ENSP00000253382	9606.ENSP00000366927	0.041	0	0	0	0.207	0.060	0.915	0.227	0.944
ACTC1	VCL	9606.ENSP00000290378	9606.ENSP00000211998	0	0	0	0	0.096	0.050	0	0.659	0.681
ACTC1	DPF2	9606.ENSP00000290378	9606.ENSP00000252268	0	0	0	0	0.055	0.403	0	0.050	0.417
ACTC1	CNN1	9606.ENSP00000290378	9606.ENSP00000252456	0	0	0	0	0.211	0.114	0	0.608	0.702
ACTC1	CASQ2	9606.ENSP00000290378	9606.ENSP00000261448	0	0	0	0	0.284	0.103	0	0.582	0.708
ACTC1	SRF	9606.ENSP00000290378	9606.ENSP00000265354	0	0	0	0	0.047	0.091	0	0.618	0.641
ACTC1	GJA1	9606.ENSP00000290378	9606.ENSP00000282561	0	0	0	0	0.084	0	0	0.640	0.656
ACTC1	PDLIM3	9606.ENSP00000290378	9606.ENSP00000284767	0	0	0	0	0.172	0.099	0	0.466	0.567
ACTC1	STOM	9606.ENSP00000290378	9606.ENSP00000286713	0	0	0	0	0.042	0	0.400	0.082	0.426
ACTC1	DMD	9606.ENSP00000290378	9606.ENSP00000354923	0	0	0	0	0.056	0.045	0	0.389	0.401
ACTC1	DSP	9606.ENSP00000290378	9606.ENSP00000369129	0	0	0	0	0.042	0.108	0	0.357	0.403
ACTC1	TUBA1A	9606.ENSP00000290378	9606.ENSP00000439020	0	0	0.202	0	0.081	0.136	0	0.209	0.432
ACTC1	SOWAHC	9606.ENSP00000290378	9606.ENSP00000365830	0	0	0	0	0	0.092	0.400	0.044	0.433
ACTC1	EID2	9606.ENSP00000290378	9606.ENSP00000375073	0	0	0	0	0	0	0	0.436	0.436
ACTC1	FOXO3	9606.ENSP00000290378	9606.ENSP00000339527	0	0	0	0	0	0.086	0	0.422	0.449
ACTC1	ACTN3	9606.ENSP00000290378	9606.ENSP00000422007	0	0	0	0	0.142	0.125	0	0.326	0.450
ACTC1	NEBL	9606.ENSP00000290378	9606.ENSP00000366326	0	0	0	0	0.067	0.089	0	0.412	0.457
ACTC1	DTNA	9606.ENSP00000290378	9606.ENSP00000470152	0	0	0	0	0.067	0.051	0	0.505	0.523
ACTC1	MYLK	9606.ENSP00000290378	9606.ENSP00000353452	0	0	0	0	0.085	0.092	0	0.519	0.566
ACTC1	MYLPF	9606.ENSP00000290378	9606.ENSP00000325239	0	0	0	0	0.281	0.287	0	0.394	0.662
ACTC1	MYOCD	9606.ENSP00000290378	9606.ENSP00000401678	0	0	0	0	0.127	0.071	0	0.661	0.701
ACTC1	TPM4	9606.ENSP00000290378	9606.ENSP00000494125	0	0	0	0	0.133	0.192	0.900	0.354	0.948
ACTC1	TPM1	9606.ENSP00000290378	9606.ENSP00000351022	0	0	0	0	0.169	0.951	0.900	0.952	0.999
ACTN3	VCL	9606.ENSP00000422007	9606.ENSP00000211998	0	0	0	0	0.067	0.165	0	0.452	0.536
ACTN3	PYGL	9606.ENSP00000422007	9606.ENSP00000216392	0	0	0	0	0.241	0	0	0.308	0.452
ACTN3	CASQ2	9606.ENSP00000422007	9606.ENSP00000261448	0	0	0	0	0.213	0.062	0	0.266	0.412
ACTN3	PPARGC1A	9606.ENSP00000422007	9606.ENSP00000264867	0	0	0	0	0	0	0	0.419	0.418
ACTN3	ANK3	9606.ENSP00000422007	9606.ENSP00000280772	0	0	0	0	0.055	0.071	0	0.391	0.419
ACTN3	PDLIM3	9606.ENSP00000422007	9606.ENSP00000284767	0	0	0	0	0.160	0.127	0	0.305	0.446
ACTN3	LTBP4	9606.ENSP00000422007	9606.ENSP00000311905	0	0	0	0	0.067	0.062	0	0.442	0.469
ACTN3	MYLPF	9606.ENSP00000422007	9606.ENSP00000325239	0	0	0	0	0.574	0.052	0	0.508	0.784
ACTN3	TPM1	9606.ENSP00000422007	9606.ENSP00000351022	0	0	0	0	0.204	0.108	0	0.587	0.681
ACTN3	NEBL	9606.ENSP00000422007	9606.ENSP00000366326	0	0	0	0	0.109	0.270	0	0.204	0.437
ACTN3	PC	9606.ENSP00000422007	9606.ENSP00000498994	0	0	0	0	0.088	0	0	0.389	0.419
ACVR2B	CD4	9606.ENSP00000340361	9606.ENSP00000011653	0	0	0	0	0	0.081	0	0.399	0.424
ACVR2B	CHRD	9606.ENSP00000340361	9606.ENSP00000204604	0	0	0	0	0	0.047	0	0.479	0.482
ACVR2B	TGFB3	9606.ENSP00000340361	9606.ENSP00000238682	0	0	0	0	0.048	0.126	0	0.442	0.495
ACVR2B	SNX1	9606.ENSP00000340361	9606.ENSP00000261889	0	0	0	0	0	0.303	0	0.390	0.557
ACVR2B	SMAD7	9606.ENSP00000340361	9606.ENSP00000262158	0	0	0	0	0	0.328	0.500	0.532	0.829
ACVR2B	LEFTY1	9606.ENSP00000340361	9606.ENSP00000272134	0	0	0	0	0.048	0.126	0.500	0.832	0.921
ACVR2B	LRIG1	9606.ENSP00000340361	9606.ENSP00000273261	0	0	0	0	0.051	0.100	0	0.567	0.598
ACVR2B	GJA1	9606.ENSP00000340361	9606.ENSP00000282561	0	0	0	0	0.061	0.058	0	0.691	0.703
ACVR2B	ZIC3	9606.ENSP00000340361	9606.ENSP00000287538	0	0	0	0	0.084	0.071	0	0.902	0.909
ACVR2B	BMP1	9606.ENSP00000340361	9606.ENSP00000305714	0	0	0	0	0.065	0.051	0	0.419	0.439
ACVR2B	GDF10	9606.ENSP00000340361	9606.ENSP00000464145	0	0	0	0	0.048	0.126	0	0.514	0.560
ACVR2B	BMPER	9606.ENSP00000340361	9606.ENSP00000497748	0	0	0	0	0	0.067	0	0.661	0.670
ACVR2B	LEFTY2	9606.ENSP00000340361	9606.ENSP00000355785	0	0	0	0	0.065	0.126	0.500	0.896	0.951
ACVR2B	BMPR2	9606.ENSP00000340361	9606.ENSP00000363708	0	0	0	0.832	0	0	0.400	0.923	0.951
ACVR2B	TGFBR1	9606.ENSP00000340361	9606.ENSP00000447297	0	0	0.084	0.767	0.135	0.845	0.800	0.985	0.999
ADCYAP1R1	GNG11	9606.ENSP00000483721	9606.ENSP00000248564	0	0	0	0	0	0.153	0.500	0	0.558
ADCYAP1R1	GNB5	9606.ENSP00000483721	9606.ENSP00000261837	0	0	0	0	0.055	0.257	0.500	0	0.618
ADCYAP1R1	NTRK2	9606.ENSP00000483721	9606.ENSP00000277120	0	0	0	0	0.214	0	0.500	0.471	0.774
ADCYAP1R1	GLP1R	9606.ENSP00000483721	9606.ENSP00000362353	0	0	0	0.798	0.048	0	0.400	0.117	0.451
ADCYAP1R1	GCGR	9606.ENSP00000483721	9606.ENSP00000383558	0	0	0	0.791	0	0	0.400	0.132	0.456
ADCYAP1R1	CXCR4	9606.ENSP00000483721	9606.ENSP00000386884	0	0	0	0	0	0	0	0.451	0.451
ADCYAP1R1	IGF1R	9606.ENSP00000483721	9606.ENSP00000497069	0	0	0	0	0	0.095	0	0.570	0.594
ADD3	BAIAP2L1	9606.ENSP00000348381	9606.ENSP00000005260	0	0	0	0	0	0	0.400	0.092	0.432
ADD3	APOA1	9606.ENSP00000348381	9606.ENSP00000236850	0	0	0	0	0	0	0	0.443	0.443
ADD3	TMOD2	9606.ENSP00000348381	9606.ENSP00000249700	0	0	0	0	0	0	0	0.937	0.937
ADD3	ANK1	9606.ENSP00000348381	9606.ENSP00000265709	0	0	0	0	0.072	0	0	0.984	0.984
ADD3	ANK3	9606.ENSP00000348381	9606.ENSP00000280772	0	0	0	0	0.090	0	0	0.978	0.979
ADD3	STOM	9606.ENSP00000348381	9606.ENSP00000286713	0	0	0	0	0.056	0	0	0.555	0.561
ADD3	IP6K3	9606.ENSP00000348381	9606.ENSP00000293756	0	0	0	0	0	0	0	0.581	0.581
ADD3	BASP1	9606.ENSP00000348381	9606.ENSP00000319281	0	0	0	0	0	0	0.400	0.057	0.410
ADD3	EFHD2	9606.ENSP00000348381	9606.ENSP00000365147	0	0	0	0	0.042	0	0.400	0	0.400
ADD3	FARP1	9606.ENSP00000348381	9606.ENSP00000486285	0	0	0	0	0.042	0	0.400	0.044	0.402
ADD3	SOWAHC	9606.ENSP00000348381	9606.ENSP00000365830	0	0	0	0	0	0	0.400	0.052	0.406
ADD3	FAM169A	9606.ENSP00000348381	9606.ENSP00000373808	0	0	0	0	0.049	0	0.400	0.052	0.411
ADD3	PFKP	9606.ENSP00000348381	9606.ENSP00000370517	0	0	0	0	0.042	0	0.348	0.177	0.441
ADD3	GAP43	9606.ENSP00000348381	9606.ENSP00000377372	0	0	0	0	0	0	0	0.486	0.485
ADD3	TKTL1	9606.ENSP00000348381	9606.ENSP00000358931	0.078	0	0	0	0.102	0	0.352	0.166	0.492
ADD3	MSN	9606.ENSP00000348381	9606.ENSP00000353408	0	0	0	0	0.048	0	0	0.497	0.501
ADRA2B	RGS17	9606.ENSP00000480573	9606.ENSP00000206262	0	0	0	0	0.053	0	0.500	0.050	0.510
ADRA2B	GNG11	9606.ENSP00000480573	9606.ENSP00000248564	0	0	0	0	0	0.120	0.500	0	0.541
ADRA2B	VWF	9606.ENSP00000480573	9606.ENSP00000261405	0	0	0	0	0.059	0	0	0.482	0.492
ADRA2B	GNB5	9606.ENSP00000480573	9606.ENSP00000261837	0	0	0	0	0	0.292	0.500	0.081	0.646
ADRA2B	PTGS1	9606.ENSP00000480573	9606.ENSP00000354612	0	0	0	0	0	0	0	0.494	0.494
ADRA2B	RGS16	9606.ENSP00000480573	9606.ENSP00000356529	0	0	0	0	0.044	0	0.500	0.046	0.504
ADRA2B	GPSM1	9606.ENSP00000480573	9606.ENSP00000392828	0	0	0	0	0.067	0	0.400	0.052	0.422
AEN	PLK2	9606.ENSP00000331944	9606.ENSP00000274289	0	0	0	0	0.054	0	0	0.421	0.429
AEN	BBC3	9606.ENSP00000331944	9606.ENSP00000404503	0	0	0	0	0.062	0	0	0.387	0.400
AFF2	ARHGEF6	9606.ENSP00000359489	9606.ENSP00000250617	0	0	0	0	0.125	0	0	0.392	0.445
AFF2	BGN	9606.ENSP00000359489	9606.ENSP00000327336	0	0	0	0	0.060	0.088	0	0.424	0.463
AFF2	RLIM	9606.ENSP00000359489	9606.ENSP00000328059	0	0	0	0	0.127	0	0	0.383	0.438
AFF2	GRM7	9606.ENSP00000359489	9606.ENSP00000350348	0	0	0	0	0.048	0.126	0	0.435	0.488
AFF2	NLGN3	9606.ENSP00000359489	9606.ENSP00000351591	0	0	0	0	0.151	0	0	0.366	0.439
AFF2	CUL4B	9606.ENSP00000359489	9606.ENSP00000384109	0	0	0	0	0.128	0	0	0.354	0.413
AFF2	PCDH11X	9606.ENSP00000359489	9606.ENSP00000362186	0	0	0	0	0.163	0	0	0.344	0.427
AFF2	GRM4	9606.ENSP00000359489	9606.ENSP00000440556	0	0	0	0	0.063	0.126	0	0.490	0.545
AFF2	KMT2A	9606.ENSP00000359489	9606.ENSP00000436786	0	0	0	0	0.062	0.125	0	0.512	0.564
AGA	RPS6	9606.ENSP00000264595	9606.ENSP00000369757	0	0.413	0	0	0.042	0	0	0.041	0.413
AGA	LPAR1	9606.ENSP00000264595	9606.ENSP00000363553	0	0	0	0	0	0	0	0.505	0.505
AGA	SV2A	9606.ENSP00000264595	9606.ENSP00000358142	0	0	0	0	0.087	0	0	0.541	0.563
AHCYL1	ITPR1	9606.ENSP00000358814	9606.ENSP00000306253	0	0	0	0	0.049	0.512	0.500	0.870	0.965
AHCYL1	SOX2	9606.ENSP00000358814	9606.ENSP00000323588	0	0	0	0	0	0.510	0	0	0.510
AHCYL1	HADHB	9606.ENSP00000358814	9606.ENSP00000325136	0	0	0	0	0.221	0	0	0.275	0.411
AHCYL1	TACC3	9606.ENSP00000358814	9606.ENSP00000326550	0	0	0	0	0.044	0.205	0	0.507	0.592
AHCYL1	PRDX6	9606.ENSP00000358814	9606.ENSP00000342026	0	0	0	0	0.219	0	0	0.317	0.444
AHCYL1	TKTL1	9606.ENSP00000358814	9606.ENSP00000358931	0.090	0	0	0	0.202	0.071	0	0.231	0.412
AHCYL1	BCL2L10	9606.ENSP00000358814	9606.ENSP00000453562	0	0	0	0	0.052	0.422	0	0.603	0.763
AHCYL1	CTH	9606.ENSP00000358814	9606.ENSP00000359976	0.089	0	0	0	0.079	0.069	0.931	0.516	0.969
AHSP	ANK1	9606.ENSP00000307199	9606.ENSP00000265709	0	0	0	0	0.255	0	0	0.264	0.428
